dir_id|director_name|director_gender
17375|Benito Montorio|0
17376|Robert Cannan|0
17377|Stephane Allagnon|0
17378|Ben Cummings|0
17379|Michael Rauch|2
17380|Elliot M. Bour|2
17381|M.L. Pundhevanop Dhewakul|0
17382|David Skynner|0
17383|Mohamed Khashoggi|0
17384|Gianfranco Albano|0
17385|Ilkka Vanne|0
17386|Ugo Tognazzi|2
17387|Philip David Segal|2
17388|Salome Breziner|0
17389|Edward Berger|2
17390|John Alexander Jimenez|0
17391|Jeferson De|0
17392|Harry Yap|0
17393|Guilherme Fiuza Zenha|0
17394|Ajay Chandhok|0
17395|Jeroen Berkvens|0
17396|Marc Jobst|0
17397|Chang Tseng-Chai|0
17398|Teddy Yip Wing-Cho|0
17399|Chow Sze-Luk|2
17400|David Storm|0
17401|Mika Ohmori|0
17402|Michael Bennett|2
17403|Najwa Najjar|0
17404|Alessandro Benvenuti|2
17405|Rashid Ghazi|0
17406|Danfung Dennis|2
17407|Agnieszka Lukasiak|0
17408|James Wong Howe|2
17409|Alex D. da Silva|0
17410|Chris Cottam|0
17411|Sigfrid Monleon|0
17412|Robert Martin Carroll|0
17413|Hussein Kamal|0
17414|Jorge Dyszel|0
17415|Mat King|0
17416|Luiz Sergio Person|2
17417|Kenne Fant|0
17418|Susan Jacobson|0
17419|Joseph B. Vasquez|2
17420|Lonnie Schuyler|0
17421|Matt O'Casey|0
17422|Tony Tew|0
17423|Stefano Milla|0
17424|Gero Zambuto|0
17425|Roberto Infascelli|0
17426|Ismail Bob Hashim|0
17427|Oren Kaplan|2
17428|Malcolm McDonald|0
17429|Ali Zafar|2
17430|Yoon-chul Kim|0
17431|Hugo Martinez|0
17432|Piero Pierotti|0
17433|Howard J. Ford|2
17434|Sarab Neelam|0
17435|Prawaal Raman|2
17436|Norbert Meisel|2
17437|John Stewart|0
17438|Danny Cistone|2
17439|Takeshi Kobayashi|0
17440|Larisa Isaeva|0
17441|Viktor Buturlin|0
17442|Ilya Averbakh|0
17443|Roberto Rochin|2
17444|Stephane Rybojad|0
17445|Hideo Sakaki|2
17446|Olivier Abbou|0
17447|Aleksandr Parkhomenko|0
17448|Alex Ranarivelo|0
17449|Aloiz Brench|2
17450|Arkadiy Krasilshchikov|0
17451|Alex Stockman|0
17452|Dominic Perez|0
17453|Michael Felsher|0
17454|Tony Mines|0
17455|Elias Jimenez|0
17456|Michael Wright|0
17457|Marc Bisaillon|2
17458|Cho Un|0
17459|Jean Loubignac|0
17460|Navot Papushado|0
17461|Beata Gardeler|0
17462|Laurent Perreau|0
17463|Leone Pompucci|0
17464|Fernandel|2
17465|William Desmond Taylor|0
17466|Michael Joy|2
17467|Tadanao Tsuji|0
17468|Keith Crocker|0
17469|Fabio Segatori|0
17470|Masayuki Akehi|0
17471|Rebecca Cook|0
17472|Brant Backlund|0
17473|Matthias Unterburg|0
17474|Rob Marcus|0
17475|Mark A. Catalena|0
17476|Dal-gyoon Oh|0
17477|Sergio Ammirata|2
17478|Jaime Escallon|2
17479|Iginio Straffi|0
17480|Witold Adamek|0
17481|Daniel Duval|2
17482|Chris Howe|2
17483|Georges Lacombe|0
17484|Ignacio Castillo Cottin|0
17485|Jerome Laperrousaz|0
17486|Pascal Plisson|0
17487|Hao Fang|0
17488|Aleksandr Gintsburg|0
17489|Pierre Edwards|0
17490|Noel M. Smith|0
17491|Ken Lavan|0
17492|Francisco Ribeiro|0
17493|Joao Mendes|0
17494|Luke Benward|2
17495|Christopher Toussaint,|0
17496|Alejandro Brugues|0
17497|Nathan Hynes|0
17498|Bob Connolly|0
17499|Alan Swyer|0
17500|David Keith|2
17501|Chen Sin-Ging|0
17502|Edouard Lock|0
17503|Mike Flanagan|2
17504|Christopher Hatton|0
17505|Steve Race|0
17506|Rene Le Henaff|0
17507|Crisaldo Pablo|0
17508|Stascha Bader|0
17509|Petr Tucek|2
17510|Lars Pape|0
17511|Klaus Gendries|2
17512|Murray Fahey|0
17513|Claude Bernard-Aubert|2
17514|Pierre Colombier|0
17515|Andy Milligan|2
17516|Efren C. Pinon|0
17517|Shane T. Hall|0
17518|Kim Gok|0
17519|Walter Doniger|2
17520|Declan Donnellan|2
17521|Karel Kachyna|0
17522|Charlotte Berlin|0
17523|Yaniv Raz|0
17524|Hubert Frank|2
17525|Tim Baumann|0
17526|Harpreet Dehal|0
17527|Ed Bianchi|2
17528|Kevin Conner|2
17529|Anna Muylaert|1
17530|Joe Smalley|2
17531|Luc Campeau|2
17532|Patrick Jeudy|0
17533|Jocelyn Hassenfeld|0
17534|Greg Kiefer|0
17535|Ricky Grover|0
17536|Frank Scheffer|2
17537|Claire Ferguson|1
17538|Peter Medek|2
17539|Fred Haines|0
17540|Ari Alexander Ergis Magnusson|0
17541|Kasia Adamik|1
17542|Tudor Applen|0
17543|Jonathan Sanger|2
17544|Kongdej Jaturanrasamee|0
17545|Ognjen Svilicic|0
17546|David Korn Brzoza|0
17547|Goran Olsson|0
17548|Jose Maria Sanchez|0
17549|Park In-je|0
17550|Franck Landron|0
17551|Scott W. Mckinlay|0
17552|Peter Wade|2
17553|H.M. Coakley|2
17554|Jorge Gaxiola|0
17555|Millard Kaufman|0
17556|Tatjana Turanskyj|0
17557|Othman Hafsham|0
17558|Gary Templeton|0
17559|Alfred Roome|2
17560|Chuck Wein|0
17561|Stefan Sarazin|0
17562|Don Handfield|0
17563|Bruce Hickey|0
17564|Vasili Chiginsky|0
17565|Bryan Goluboff|0
17566|Lee Kwon|0
17567|Tony Brownrigg|0
17568|Mark Racco|0
17569|Pankaj Kapur|2
17570|Hattie Dalton|0
17571|Frank Ketelaar|0
17572|Norberto Lopez Amado|0
17573|Sotiris Goritsas|0
17574|Jose Antonio Quiros|0
17575|Stobe Harju|0
17576|Kendal Flanagan|0
17577|Dan Lerner|0
17578|Amacio Mazzaropi|0
17579|Maciej Slesicki|0
17580|Pedro Cristiani|0
17581|Ole Endresen|2
17582|Oystein Stene|0
17583|Bruno Sarabia|0
17584|John Patrick Kelley|2
17585|Michael Stein|0
17586|Rishi Kapoor|2
17587|Dave Bossert|0
17588|Donald Welch|2
17589|Clinton Jones|2
17590|Nelson Hoineff|0
17591|Jocelyn Barnabe|0
17592|Filip Remunda|0
17593|Dana Zlatohlavkova|0
17594|Borje Larsson|0
17595|Andrea Meyerson|1
17596|Aleksandr Zakharov|0
17597|Yuri Kuzmenko|0
17598|Constance Marks|1
17599|Dany Papineau|2
17600|Stefan Stuckert|0
17601| Ben Caron|0
17602|Alexandre O. Philippe|0
17603|David Hannan|0
17604|Hasan Karacadag|2
17605|Jay Weidner|2
17606|Sloane U'Ren|0
17607|Elio Gelmini|0
17608|Mandy Stein|0
17609|Rikki Beadle Blair|2
17610|Rob Schiller|2
17611|Alexander Kluge|2
17612|Ion Popescu-Gopo|0
17613|Uwe Anders|0
17614|Scott McAboy|2
17615|William H. Bushnell|0
17616|Stanislav Chekin|0
17617|Josh Kornbluth|0
17618|Mark Donskoy|0
17619|Sergei Tarasov|0
17620|Tatyana Voronetskaya|0
17621|Roman Smirnov|0
17622|Heinz Butler|0
17623|Kamal Tabrizi|2
17624|Kitamura Toyoharu|0
17625|Michael Effenberger|0
17626|Jason Cohn|0
17627|Andrei Ankudinov|0
17628|Sergei Lomkin|2
17629|Peter Byck|2
17630|Thet Sambath|0
17631|Per-Olav Sorensen|0
17632|Ole Giaever|0
17633|Enno Schmidt|0
17634|Emiliano Larre|0
17635|Neco Celik|0
17636|Josell Ramos|0
17637|Himanshu Brahmbhatt|0
17638|Alexis Valdes|2
17639|Rodolfo Ledo|0
17640|Trae Dungy|0
17641|Yuan Hongbing|0
17642|Jose Luis Guridi|0
17643|Garrett Scott|2
17644|Brian Lynch|2
17645|Vincent Robert|0
17646|Pakpoom Wongjinda|0
17647|Andrea Segre|0
17648|Chi Lo|0
17649|Betsan Morris Evans|0
17650|Jose Jaramillo|0
17651|Robert Orr|2
17652|Elgin James|2
17653|Tony Baez Milan|0
17654|Lee Sales|0
17655|ANTHONY STORM|0
17656|Marino Amoruso|0
17657|Robert Gardner|2
17658|Paul Soriano|0
17659|Joe Nimziki|2
17660|Khailah Solis|0
17661|Sheree Le Mon|0
17662|Adolfo Alix Jr.|2
17663|Peter W. Kunhardt|0
17664|Vladimir Korsh|2
17665|Valeri Fedosov|0
17666|Mike McCoy|2
17667|Vahe Gabuchian|2
17668|Alan Spencer|0
17669|Mel Chionglo|0
17670|Adrian Kwan Shun-Fai|0
17671|John Law Ma|2
17672|He Wei|0
17673|Martin Cabrera|0
17674|Jonathan Lee|0
17675|Martha Holmes|0
17676|Nils Jerring|2
17677|Uffe Holm|0
17678|Janusz Nasfeter|2
17679|Krist Rufty|0
17680|Vanessa Roth|1
17681|Tricicle|0
17682|Felipe Jimenez Luna|0
17683|David York|2
17684|Andrea Blaugrund|1
17685|Matt Besser|2
17686|Art Napoleon|0
17687|Chester M. Franklin|2
17688|Euthana Mukdasanit|0
17689|Marty Sader|0
17690|Bernard Emond|2
17691|Christopher Kezelos|0
17692|Do Liu Boh|0
17693|Magdalena Lazarkiewicz|0
17694|Michael Keyser|0
17695|Chin Yuet-Sang|0
17696|Dung Gam-Woo|0
17697|Nam Yin|2
17698|Patrick Yuen Ho-Chuen|0
17699|Yan Jun|2
17700|Alexis Neophytides|0
17701|Nicholas Sgarro|2
17702|Robert Brandt|0
17703|Rosemary Riddell|0
17704|Muriel Robin|1
17705|Joao Nuno Pinto|0
17706|Walfredo Campos Maya Junior|0
17707|Nick Oceano|0
17708|Javier Elorrieta|0
17709|Jessica Lauren|0
17710|George Lowe|0
17711|Deepa Sahi|1
17712|Chris Savino|0
17713|Hanns Springer|0
17714|Arne Stivell|0
17715|Seung-wook Byeon|0
17716|Shin Su-won|1
17717|Jennifer Fox|1
17718|Richard Johnson|2
17719|Steven Nevius|2
17720|Jose Luis Gutierrez|0
17721|Jeremy Joe Kronsberg|2
17722|Dean Jefferys|0
17723|Serge Bozon|0
17724|Douglas Tirola|0
17725|Stefan Muller|0
17726|Jack Lemmon|2
17727|Juan Manuel Cotelo|0
17728|Stelios Haralambopoulos|0
17729|Nance Ackerman|0
17730|Peter Sullivan|2
17731|Henry Singer|0
17732|Shane O'Sullivan|0
17733|H.C. Potter|0
17734|Seren Dipity|0
17735|Laurent Herbiet|0
17736|Lawrence Silverstein|2
17737|George Paul Csicsery|0
17738|Rick Greenwald|0
17739|Chris Heimerdinger|0
17740|Sue Bourne|0
17741|Leythum|0
17742|Wang Zewen|0
17743|Marisa Miller Wolfson|0
17744|Trilak Makmeongpad|0
17745|Craig McCall|0
17746|Allan Edwall|0
17747|Aamir Bashir|0
17748|Khaled El Hagar|0
17749|John Michael McCarthy|0
17750|Sharad Patel|0
17751|Romano Vanderbes|0
17752|Gamma Bak|0
17753|Brian Lockwood|0
17754|Thomas Newman|2
17755|William Hale|2
17756|Ryen McPherson|2
17757|Marcelo Masagao|0
17758|Masaaki Osumi|0
17759|Rick Avery|2
17760|Chris Corey|0
17761|Jose Ramon Ayerra|0
17762|Sandra Nashaat|0
17763|Matthew Lauyer|0
17764|Henning Carlsen|0
17765|Ceri Levy|0
17766|Atef Salem|0
17767|Valentin Pluchek|0
17768|Gavin Scott|2
17769|Vladimir Pavlovich|0
17770|Vladimir Nazarov|0
17771|Boris Frumin|0
17772|Slobodan Kosovalich|0
17773|Morgan Freeman|2
17774|Martial Fougeron|0
17775|Emmanuelle Cuau |0
17776|Sylvia Chang|1
17777|Konstantin Voynov|0
17778|Jean Bastia|0
17779|David Paul Meyer|0
17780|phe chr thay wngsʹ̒ kha hela|0
17781|Tony Bell|0
17782|Nini Bull Robsahm|1
17783|Nicolas Russell Bennetzen|0
17784|Mette Knudsen|1
17785|Jens Ravn|0
17786|Gordon Yang|2
17787|Stevie Wermers|0
17788|Arthur Bradford|0
17789|Shaji N. Karun|0
17790|Jason Naumann|2
17791|Skip Kite|0
17792|Serge Leroy|0
17793|Joe Burke|0
17794|Harrod Blank|0
17795|Eiji Uchida|2
17796|Adam Arkin|2
17797|Lonny Price|2
17798|Masashi Matsumoto|0
17799|Song In-seon|0
17800|Komgrit Triwimol|2
17801|Choi Ik-hwan|0
17802|Kim Jin-Young|0
17803|Park Geon-yong|0
17804|Akan Satayev|0
17805|Oddvar Bull Tuhus|0
17806|Ivan Nagy|0
17807|Jack Moik|0
17808|Benjamin Holmsteen|0
17809|Leopoldo Laborde|2
17810|Sami Haavisto|0
17811|Namewee|0
17812|Tom Burruss|0
17813|Mike Winkler|0
17814|Michael Ballhaus|2
17815|James Szalapski|0
17816|Philippe Arthuys|0
17817|Yves Di Tullio|0
17818|Dan Pita|0
17819|Omiros Efstratiadis|2
17820|Fung Pak Yuen|0
17821|Cheng Siu Keung|0
17822|Laurent Negre|2
17823|Joshi|0
17824|Melanie Laurent|1
17825|Bill Wilson|0
17826|Tomas Rehorek|0
17827|Paddy Considine|2
17828|Keanu Reeves|2
17829|Juraj Nvota|0
17830|Michael Wranovics|0
17831|Andy Blumenthal|2
17832|Don Adams|2
17833|Arild Brinchmann|0
17834|Vaclav Havel|0
17835|Ben Rodkin|0
17836|Elizabeth Puccini|0
17837|Stephen Padilla|0
17838|Daniel V. Villamediana|0
17839|Roland Reber|0
17840|Suraj Prakash|2
17841|Gustavo Taretto|2
17842|Richard Halpern|0
17843|Stanislaw Rozewicz|2
17844|Ingrid Veninger|1
17845|Michelle Danner|1
17846|Josh Trank|2
17847|Geir Greni|0
17848|Owen Harris|0
17849|Malcolm Murray|0
17850|Jurey Latiff Rosli|0
17851|La Renga|0
17852|Corey Michael Eubanks|2
17853|Rene Fortunato|2
17854|Maureen Goldthorpe|0
17855|Richard Perrin|0
17856|Roy Lockwood|0
17857|Thilo Rothkirch|2
17858|Pongsak Pongsuwan|2
17859|Joe Bailey Jr.|0
17860|Timothy S. Bennett|0
17861|Paul Maslak|2
17862|Richard Goldstone|2
17863|Jose Montesinos|2
17864|Wenzel Storch|0
17865|Gee-woong Nam|0
17866|Bob Meyer|2
17867|Kosuke Suzuki|0
17868|Al Tantay|0
17869|Jorge Ameer|0
17870|Vijayakanth|0
17871|Hammad Khan|0
17872|Dylan Bank|0
17873|Jun Kawaguchi|0
17874|Larry Wessel|0
17875|Roger Hawkins|2
17876|Bill Leslie|0
17877|Richard Wolstencroft|0
17878|Michael Tolajian|2
17879|Edward A. Kull|2
17880|Scott Sidney|0
17881|Anders Gronros|0
17882|Rainer Sarnet|0
17883|Mart Kivastik|0
17884|Gareth Davies|2
17885|Kaljo Kiisk|0
17886|Gandhi Krishna|0
17887|Tarun Gopi|0
17888|Sabha Ayyappan|0
17889|James Ricardo|0
17890|Yuya Ishii|0
17891|Veljo Kasper|0
17892|Massimo Martelli|0
17893|Sabina Guzzanti|0
17894|Vsevolod Aravin|0
17895|Sasi Shanker|0
17896|Luciano Ercoli|0
17897|Rob Weiss|2
17898|Cedric Louis|0
17899|Nikolai Kalinin|0
17900|Oliver Drake|0
17901|Valeri Rubinchik|0
17902|Brett Pierce|2
17903|Marko Makilaakso|0
17904|Sergei Seryogin|0
17905|Inessa Seleznyova|0
17906|Harold Prince|0
17907|Igor Sterk|0
17908|Lee Davis|2
17909|Laurence Juppe|0
17910|Walter R. Cichy|0
17911|Chad Schaffler|0
17912|Lee Alliston|0
17913|Lee Garmes|2
17914|Fan Ho|0
17915|Urban Gad|0
17916|David Bishop|0
17917|Abigail Severance|0
17918|Sharron Miller|1
17919|Bradley R. Swirnoff|0
17920|Lawrence Dane|2
17921|Bill Philputt|0
17922|Cyril Coke|0
17923|Sam Fell|2
17924|Takahiro Okao|0
17925|Anne Buford|1
17926|Demi Moore|1
17927|Joshua Martelli|0
17928|Marcello Aliprandi|0
17929|Robbie Fraser|0
17930|Adrian Mead|0
17931|Dmitry Povolotsky|0
17932|Alvaro Saenz de Heredia|0
17933|Affandi Abdul Rachman|0
17934|Elwood Perez|2
17935|Tusi Tamasese|0
17936|Hampe Faustman|2
17937|Jon Matthews|0
17938|Martin Jern|0
17939|Marlon Riggs|0
17940|Douglas Keeve|2
17941|Karl Johan Larsson|0
17942|David Fairman|0
17943|J. Robert Wagoner|0
17944|Ya-che Yang|0
17945|Tina Mascara|0
17946|Mun Chee Yong|0
17947|Evan Kelly|2
17948|Bud Friedgen|0
17949|Jung Sik|2
17950|Joe Pacheco|0
17951|Sylvain Estibal|0
17952|Bibo Bergeron|2
17953|Filippa Freijd|0
17954|Anders Muammar|0
17955|Jonas Gardell|0
17956|Steve Murray|0
17957|Lucius C. Kuert|0
17958|Terry Klassen|0
17959|Stefan Kornatz|0
17960|Sophie Heldman|0
17961|Leonid Boyko|0
17962|Annie Griffin|0
17963|Jamie Mosberg|0
17964|Tom Forrest|0
17965|Vyacheslav Ross|0
17966|John Harwood|2
17967|Kike Maillo|0
17968|Granaz Moussavi|0
17969|Kimo Proudfoot|0
17970|Evgeniy Aksenov|0
17971|Dmitry Panchenko|0
17972|Pavel Ruminov|0
17973|Jon Springer|0
17974|Todd Tjersland|0
17975|Dan Glaser|2
17976|Mitsuyo Seo|2
17977|Johan Heldenbergh|0
17978|Kobun Shizuno|2
17979|Darko Bajic|0
17980|Oscar Micheaux|2
17981|Tony Cookson|0
17982|Christie Will|1
17983|Campion Murphy|2
17984|Karine Silla|1
17985|Carlos Reichenbach|0
17986|Paulo Thiago|0
17987|Anil Gopal Reddy|0
17988|Madhura Sreedhar|0
17989|Boris Bushmelev|0
17990|Jenny Abel|0
17991|Michael Tsarion|0
17992|Nenad Kecojevic|0
17993|Bruno Herbulot|0
17994|Joseph Correll|0
17995|Kamal|0
17996|Joel Rizor|0
17997|Birgit Schulz|0
17998|Avadhoot Gupte|0
17999|Georgij Gitis|2
18000|Valeriy Ugarov|0
18001|Pavel Lyubimov|0
18002|Djibril Diop Mambety|0
18003|David Elfick|2
18004|Stanislav Razdorsky|0
18005|Eric England|0
18006|Lutz Dammbeck|0
18007|Andre van Heerden|2
18008|Shpongle|0
18009|E. Sathi Babu|0
18010|Jennifer Siebel Newsom|1
18011|E.V.V. Satyanarayana|2
18012|Michael Baumann|2
18013|Janine Hosking|0
18014|Valeri Isakov|0
18015|Carl Medland|0
18016|Tad Lumpkin|0
18017|Eli Kabillio|0
18018|Jochen Wiedermann|0
18019|Robert Munic|0
18020|Stephan Brenninkmeijer|0
18021|Georgi Kissimov|0
18022|Roland Oehme|2
18023|Alan Holleb|0
18024|Matt Shumway|0
18025|Nareubadee Wetchakam|0
18026|Daren Marc|0
18027|Hilda Hidalgo|0
18028|Pierre Andre|0
18029|Johanna Demetrakas|0
18030|Michael Parfit|2
18031|Yoav Potash|2
18032|Craig Strachan |0
18033|Sven Lindberg|0
18034|Mark Sandiford|0
18035|Ari Davis |0
18036|Tom Seidman |0
18037|Jino Kang |2
18038|Takao Kato|0
18039|Enrico Lando|0
18040|Ivan Cotroneo|2
18041|Alessandro Genovesi|0
18042|Yoshikatsu Kasai|0
18043|Yossi Madmoni |0
18044|Carine Adler|0
18045|Marina Spada|0
18046|Fernando Cerchio|0
18047|Anna Fenchenko|1
18048|Vladimir Tumayev|0
18049|Denis Kuklin|0
18050|Mariya Makhanko|0
18051|Egor Anashkin|0
18052|Stanislav Libin|0
18053|Gleb Panfilov|2
18054|Edvin Adolphson|0
18055|Ato Bautista|0
18056|Gao Xiaosong|0
18057|Vinh Son Nguyen|2
18058|Matt Chow|2
18059|Carlo U. Quinterio|0
18060|Victoria Muspratt|0
18061|Anne Aghion|0
18062|Brian T. Jaynes|2
18063|Con Anemogiannis|0
18064|Caryn Krooth	|0
18065|Clay Liford|2
18066|David Morrissey|2
18067|Christopher Barker|0
18068|Juanita Wilson|0
18069|Gonzalo Martinez Ortega|2
18070|Shane Loader|0
18071|Netalie Braun|0
18072|Ariel Rotter|0
18073|Risto Orko|0
18074|Hideki Tonokatsu|0
18075|Paul Robertson|0
18076|Norman Mailer|2
18077|Lawrence Riggins|0
18078|Weyler Hildebrand|0
18079|Otho Lovering|2
18080|Glenn R. Wilder|2
18081|Wilson Chin|0
18082|Francois Bertrand|0
18083|Andrey Marmontov|0
18084|Joe McGrath|2
18085|Amarjeet|0
18086|Andrew Eastel|0
18087|Brian Feeney|0
18088|Loic Prigent|0
18089|Bebong Osorio|0
18090|Al Lewis|2
18091|Dorota Kedzierzawska|0
18092|Julian Henriques|0
18093|Damian Szifron|0
18094|Michael Offer|2
18095|Gillian Ashurst|0
18096|Alan Autry|2
18097|Bruce Kennedy|0
18098|Ruel S. Bayani|0
18099|Ela Troyano|0
18100|Roger Gnoan M'Bala|0
18101|Lev Arnshtam|2
18102|Bill Herbert|0
18103|Douglas Grossman|0
18104|Aleksei Rudakov|0
18105|Leonid Gorovets|0
18106|Jacob Goldwasser|0
18107|Avi Cohen|0
18108|Julie Shles|0
18109|Felix Feist|0
18110|David Dietl|0
18111|Marcus Vetter|0
18112|Steve York|0
18113|Laetitia Masson|0
18114|Remi Mauger|0
18115|Noel Mitrani|0
18116|Jiri Weiss|0
18117|Mark Harriot|0
18118|Chris Crow|0
18119|Cristobal Araus Lobos|0
18120|Lori Silverbush|0
18121|Christopher Farah|0
18122|Mostofa Sarwar Farooki|2
18123|Konstantin Buslov|0
18124|Antoni Krauze|0
18125|Kipp Tribble|0
18126|Shawn Holmes|0
18127|Ori Ravid|0
18128|Eyal Shiray|2
18129|Eitan Green|0
18130|Bourlem Guerdjou|0
18131|Cosimo Alema|0
18132|Spenser Fritz|0
18133|Krzysztof Gradowski|0
18134|Eva Ionesco|1
18135|Serge Khalfon|0
18136|Mario Mattioli|0
18137|Kai Blackwood|2
18138|Cajetan Jacob|0
18139|Rahyan Carlos|0
18140|Marek Dobes|0
18141|Ning Ying|0
18142|McKay Daines|0
18143|Gowri Manohar N G|0
18144|Ronan Chapalain|0
18145|Michel Mardore|0
18146|Irene von Alberti|1
18147|Jared Cohn|2
18148|Simon Brooks|2
18149|Jose Pinheiro|0
18150|Raviraja|0
18151|Daniel Costelle|0
18152|C. Arun Pandian|0
18153|Shakthi|0
18154|Rose Bianchini|0
18155|Peter Ngor Chi-Kwan|0
18156|Miraz Bezar|2
18157|Robin Anderson|0
18158|Jose Reyes Bencomo|0
18159|Baldvin Zophoniasson|0
18160|Nupur Asthana|0
18161|Andrei Zaitsev|2
18162|Jacques Bral|0
18163|Gil Green|0
18164|In Soo Kim|0
18165|Peter Lennon|0
18166|Neerav Ghosh|0
18167|Kalaimani|0
18168|Ravichandran|0
18169|Clement Duhour|0
18170|Christian Clavier|2
18171|Pekka Karjalainen|0
18172|Bill Stewart|0
18173|Isaac Zepel Yeshurun|0
18174|Amit Lior|0
18175|Shmuel Hasfari|0
18176|David Whittet|0
18177|Elizabeth Reeder|0
18178|K. Thangappan|0
18179|Maria Burton|1
18180|Rebecca Chaiklin|0
18181|Stephen Vittoria|2
18182|Jean Laviron|0
18183|Vojko Anzeljc|0
18184|Eckhart Schmidt|0
18185|Sebastian Stern|0
18186|Kevin Fair|0
18187|Gerard Mordillat|0
18188|Jean-Pierre Desagnat|2
18189|Alberto Mar|0
18190|Yigal Shilon|0
18191|Aidil Fitri|0
18192|George Obadiah|0
18193|Nadav Levitan|0
18194|Dorai Bhagvan|0
18195|Ramesh Aravind|0
18196|Manivannan|2
18197|Pavithran|2
18198|Dhalapathi|0
18199|Yaar Kannan|0
18200|Arul A Veerappan|0
18201|Markus Schleinzer|0
18202|Kalaipuli S. Thanu|2
18203|Chandra R|0
18204|Erode Soundar|0
18205|Sooraj C J|0
18206|Nagarajan T|0
18207|Manivasagan.R|0
18208|Ilavarasan R S|0
18209|Rune Klan|0
18210|Surya Prakash|0
18211|Rajkumar S|0
18212|Rafi Mecartin|0
18213|AR. Suresh|2
18214|Srimahesh|0
18215|K.Bharathi|0
18216|R. Sarathkumar|2
18217|Sanjay Ram|0
18218|Bipin Prabhakar|0
18219|Selvaraj|0
18220|Chandrasekharan|0
18221|Shaji Azeez|0
18222|Madhumita Sundararaman|0
18223|T Hariharan|2
18224|Nambirajan|0
18225|Lisa Aschan|0
18226|Jure Pervanje|0
18227|R. Sundarrajan|0
18228|M R|0
18229|Ranganath|0
18230|Janaki Soundar|0
18231|Manoj Bhatnagar|0
18232|K Subhash|0
18233|Jerry J D|0
18234|Riho Unt|0
18235|T J Joy|0
18236|C.V. Sridhar|0
18237|Janez Burger|0
18238|Katrin Laur|0
18239|Alain Beverini|0
18240|Jorge Gaggero|0
18241|Anne Villaceque|1
18242|Kevin Triplett|0
18243|Visu|0
18244|Prakasam A S|0
18245|Selvaraj R|0
18246|Murugesh N|0
18247|K. Shankar|0
18248|Ameerjan|0
18249|Karthik Raghunath|0
18250|Kurt Gloor|0
18251|G. M. Kumar|0
18252|N.K.Vishwanathan|0
18253|K. Rajeswar|0
18254|Muktha S. Sundar|0
18255|Kalaivanan Kannadasan|0
18256|T. P. Gajendran|2
18257|B. Lenin|2
18258|Kulothungan|0
18259|Raghu R|0
18260|Gokula Krishnan|0
18261|Seiyaru Ravi|0
18262|Guru Dhanapal|0
18263|M. S. Madhu|0
18264|Kasthoori Raja|0
18265|Ravi Varma I|0
18266|Chris Vander Stappen|0
18267|Jan Darnley-Smith|0
18268|Crystel Amsalem|0
18269|Xavi Gimenez|0
18270|Dmitri Mamulia|0
18271|Denys Granier-Defferre|0
18272|Jesus Orellana|0
18273|Roman Vavra|0
18274|Jaroslav Papousek|2
18275|Telmo Martins|0
18276|Tsutomu Hanabusa|0
18277|Ori Inbar|0
18278|Yigal Bursztyn|0
18279|Matti Harari|2
18280|Shmuel Imberman|0
18281|Raviraja Pinisetty|2
18282|Sathyasiva|0
18283|L. Venkatesan|0
18284|Vettri Vendhan|0
18285|Sudha Kongara Prasad|1
18286|Biju Varkey|0
18287|Rudolph Cartier|2
18288|Francesco Bruni|2
18289|Rangarajan K|0
18290|Liquatalikhan|0
18291|Kolappan C P|0
18292|Devaraj P R|0
18293|Senthilnathan Jambulingam|0
18294|Netaji|0
18295|Aravindaraj R|0
18296|Azhagappan C|0
18297|Sundar J V P|0
18298|Vijayachander M R|0
18299|Gangai Amaran|0
18300|Kannan|0
18301|Rajan V|0
18302|Balakrishnan K M|0
18303|Sankaran S|0
18304|Jaishankar|0
18305|K. S. Madhangan|0
18306|Selvam R|0
18307|Balu Anand|0
18308|Sirumugai Ravi|0
18309|Prasad T K|0
18310|Vijay Bhaskar|0
18311|C. S. Govindarasan|0
18312|T. R. Ramanna|0
18313|Kaja M K|0
18314|Padmakumar M|0
18315|Jephy|0
18316|Udhayan|0
18317|Nandhakumaran M|0
18318|K. Bhagyaraj|0
18319|Uday Shankar|0
18320|Eswaran|0
18321|Bharathi|0
18322|Bharathi Ganesh|0
18323|Ramesh Selvan D S|0
18324|Bharathirajaram|0
18325|Ramesh A R|0
18326|Liyakat Ali Khan|0
18327|Panneer|0
18328|Saba Kailash|2
18329|P. Amirdhan|0
18330|Kayar|0
18331|Vladimir Blazevski|0
18332|Guy Lefranc|0
18333|Kilian Riedhof|2
18334|Dubi Gal|0
18335|Emil Ben-Shimon|0
18336|Jacob Berger|0
18337|Alessio Maria Federici|0
18338|Rod S. Scott|0
18339|Jeff A. Ferrell|0
18340|Greg Carter|2
18341|A. Quincampoix|0
18342|Jose Balagtas|0
18343|Romeo Candido|0
18344|Kevin Clark|0
18345|Thorsten Klein|0
18346|Salvatore Bugnatelli|0
18347|Philipp J. Pamer|0
18348|Rob Cowan|2
18349|Jonathan Prevost	|0
18350|Keith Allen Burns|0
18351|Antonio Aloy|0
18352|Hiroyuki Sato|0
18353|Brigitte Muller|0
18354|Osvaldo Civirani|2
18355|A. Blaine Miller|0
18356|Kasper Holten|0
18357|Franco di Chiera|0
18358|Park Soo-young|2
18359|G.B. Sampedro|0
